,Tweet
267,"#IndiaFightsCorona:

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 186.72 Cr (1,86,72,15,865).

➡️ Over 2.47 Cr Doses administered for age group 12-14 years.

#Unite2FightCorona 
#We4Vaccine https://t.co/sb68boN2KS"
268,"#IndiaFightsCorona:

#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄

➡️ More than 192.27 Cr vaccine doses provided to States/UTs

➡️ More than 20.52 Cr doses still available with States/UTs to be administered

Details: https://t.co/Y0efWL2Lf4

#Unite2FightCorona 
#We4Vaccine https://t.co/KIDuUZaZ0J"
269,"#IndiaFightsCorona:

#COVID19 UPDATE (As on 19th April, 2022) 

➡️1,247 daily new cases in the last 24 hours 

➡️Daily positivity rate - 0.31%

#Unite2FightCorona 
#We4Vaccine 

1/4 https://t.co/NCD5tLVweE"
270,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav https://t.co/De1JcMqvZW"
271,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/8guMXh1A24"
272,"Join us in #TBMuktBharat Abhiyaan. For more details call 1800-11-6666 (Tol free). 
#TBHaregaDeshJeetega https://t.co/HXQlVgOIDa"
273,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/mUsY8IVStS"
274,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive https://t.co/T9CxfZ0Mdy"
275,"This #WorldMalariaDay, railway stations in Nagpur, Bhubaneshwar, New Delhi &amp; Lucknow were illuminated to highlight the need to #EndMalaria for a stronger and healthier India. Let’s pledge to do our part in helping India achieve its goal. #ZeroMalariaStartsWithMe
#AmritMahotsav https://t.co/GASdxt1cDn"
276,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.95 Cr (1,87,95,76,423).

➡️ Over 2.70 Cr 1st dose vaccines administered for age group 12-14 years.

https://t.co/owvDFRPUQe https://t.co/hQ3ncPXXYX"
277,"#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄
#AmritMahotsav

➡️ More than 192.85 Cr vaccine doses provided to States/UTs.

➡️ More than 19.90 Cr doses still available with States/UTs to be administered.

https://t.co/mOs2RK8W4y https://t.co/RN7XyrFxyg"
278,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive

𝗖𝗢𝗩𝗜𝗗 𝗙𝗟𝗔𝗦𝗛

https://t.co/o9p3XDIXOm https://t.co/xaT3gdRbLv"
279,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav https://t.co/gmjpL5nCCN"
280,"#LargestVaccineDrive #AmritMahotsav

➡️India’s cumulative vaccination coverage crosses 187.92 Crore 

➡️More than 20 lakh Vaccine doses administered today till 7 pm

https://t.co/dDdLYUwPS7 https://t.co/Mgz9etbbJR"
281,"#Unite2FightCorona
#AmritMahotsav https://t.co/7vZOOL9R2T"
282,"#LargestVaccineDrive
#AmritMahotsav https://t.co/v48pXIYKuk"
283,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/OF6UNh5avS"
284,"Hon'ble Minister of Health and Family Welfare Dr. 
@mansukhmandviya shared his thoughts on eliminating malaria from the country on the occasion of #WorldMalariaDay today. https://t.co/QJ6m2CuREh"
285,"Thank you, Yashasvee for participating in the biggest quiz contest of the year - #SabkaVikasMahaQuiz. Challenge your friends and family too. https://t.co/4s0Ib3Ldby https://t.co/58BDxDH7bn"
286,"प्रधानमंत्री गरीब कल्याण अन्न योजना के तहत गरीबों को 1,000 लाख मीट्रिक टन से अधिक नि:शुल्क खाद्यान्न वितरित किया गया है। जनकल्याणकारी योजनाओं  से जुड़ी अपनी जानकारी परखने के लिए MyGov पर #SabkiaVikasMahaQuiz खेलें और जीतें: https://t.co/DVNj39QQ1M https://t.co/ZSneQTLbr7"
287,"Another shot in the arm! 💪 

Pledge to strengthen India’s fight against COVID-19 by getting vaccinated! #IndiaFightsCorona https://t.co/G4e2WXWB9X https://t.co/IqRIqRQ430"
288,"Hey #MyGovSaathis! Now you can double your MyGov loyalty points by participating in the quiz series of #SabkaVikasMahaQuiz. So, what are you waiting for? Play and Win: https://t.co/4s0Ib3Ldby https://t.co/mbOvIxK5gt"
289,PM @narendramodi attended the 90th anniversary of the Sivagiri pilgrimage &amp; Golden Jubilee of Brahma Vidyalaya today. Here are the key highlights of his speech! https://t.co/esYVT6je75
290,"With India's merchandise exports touching a record $420 Billion in FY2022, here are some interesting facts you must know!🤩 #AatmaNirbharBharat https://t.co/oO547smcw8"
291,भारत सरकार का लक्ष्य प्राकृतिक कृषि के तहत 2025 तक 3.50 लाख हेक्टेयर क्षेत्र का विस्तार करना है। #KBPH #KisanBhagidari #KisanPrathmikta #AmritMahotsav https://t.co/6MQ9o0X3n8
292,ഈ വർഷത്തെ ഏറ്റവും വലിയ ക്വിസ് - #SabkaVikasMahaQuiz ഇപ്പോൾ ഇതാ ലൈവിൽ!!! ക്വിസിൽ പങ്കെടുത്ത് ബമ്പർ ക്യാഷ് റിവാർഡുകൾ നേടാനുള്ള അവസരം നേടൂ. സന്ദർശിക്കുക: https://t.co/DtNHH86skq #Malayalam https://t.co/DsxkZrmKlk
293,"वाराणसी में शिव की नगरी हो या वरकला में शिवगिरी, भारत की ऊर्जा का हर केंद्र, हम सभी भारतीयों के जीवन में विशेष स्थान रखता है। ये ‘एक भारत, श्रेष्ठ भारत’ की भावना के जाग्रत प्रतिष्ठान हैं: प्रधानमंत्री @narendramodi https://t.co/q0ahMwLdLB"
294,"शिवगिरी तीर्थ और बह्म विद्यालय के समारोह में शामिल होना मेरा सौभाग्य है। तीर्थदानम् की 90 सालों की यात्रा और ब्रह्म विद्यालयम् की गोल्डेन जुबली, भारत के उस विचार कीअमर यात्रा है, जो अलग-अलग कालखंड में अलग-अलग माध्यमों के जरिए आगे बढ़ता रहता है: प्रधानमंत्री @narendramodi https://t.co/JaVAzAL5Th"
295,"Thank you, Aastha for participating in the biggest quiz contest of the year - #SabkaVikasMahaQuiz. Challenge your friends and family too. https://t.co/4s0Ib3Ldby https://t.co/Lr1eiD97Wm"
296,PM @narendramodi will attend the 90th anniversary of the Sivagiri pilgrimage &amp; Golden Jubilee of Brahma Vidyalaya today at 10:30 AM. Watch the event live here: https://t.co/ZS8jBJTGF0
297,"Thank you, Rishikesh for participating in the biggest quiz contest of the year - #SabkaVikasMahaQuiz. Challenge your friends and family too. https://t.co/4s0Ib3Ldby https://t.co/sNlA5j5Pxz"
298,What better way to start a day than with some #PositiveNews? 🌻 https://t.co/1PlOMCLQHe
299,"“An equation for me has no meaning unless it expresses a thought of God.”

Remembering Srinivasa Ramanujan, one of the most remarkable mathematicians of the 20th century, on his death anniversary. #MyGovMorningMusings https://t.co/8oBFBxVr72"
300,"As we get ready to celebrate International Yoga Day on 21st June 2022, we invite you to participate in this online quiz on Yoga. Visit: https://t.co/JuH2EfYmNy https://t.co/qPbyjFlsaZ"
301,भारत की विकास यात्रा  को सशक्त करने में प्रधानमंत्री स्वामित्व योजना बेहद अहम साबित हो रही है। पहले ग्रामीणों के पास अपने घर का कोई मालिकाना दस्तावेज नहीं था। अब इस योजना के तहत प्रॉपर्टी कार्ड पाने वाले ग्रामीण बेहद खुश हैं। #AatmanirbharPanchayat https://t.co/X1wrm0huUu
302,PM @narendramodi to attend Raisina Dialogue in New Delhi today at 6 PM. Watch live here: https://t.co/4zrjBYNirn https://t.co/IA3QmWKrKQ
303,"Let’s start the week by doing something creative! Design and name the mascot for the WorldSkills India and stand a chance to win a cash prize of ₹25,000. Visit https://t.co/JsZ4MrxDSB for more details. https://t.co/UzGc20ak4g"
304,"प्रधानमंत्री स्वामित्व योजना ग्रामीण भारत की आर्थिक प्रगति को तेज करने का संकल्प है। अपनी जमीन और घर के दस्तावेज मिलने से योजना के लाभार्थियों में आत्मविश्वास और आत्मसम्मान दोनों जागा है।

यह योजना ग्रामीण स्वराज का सपना साकार कर रही है। #AatmanirbharPanchayat https://t.co/ywjHIv2Lyn"
305,"With #PMYogaAwards2022, let’s honour individuals and organisations who have made a significant impact on society by promoting yoga. Visit https://t.co/thHkMpMHOx today! https://t.co/z4Jez5GKBJ"
306,The govt is providing concessional standard short term Agri Loan to farmers at an interest rate of 7% &amp; 3% additional benefit on timely repayment to farmers thus providing loans up to Rs.3 lakh at 4% annual interest on timely repayment. #AtmanirbharKisan #HamaraKisanHamaraAbhiman https://t.co/SUhsoP8VA0
307,"Over 3 Crore Kisan Credit Cards (KCC) have been issued with a sanctioned credit limit of Rs 3,34,429 crores under the Kisan Credit Card Saturation Drive campaign. This has ensured the availability of concessional loans to farmers. #AtmanirbharKisan #HamaraKisanHamaraAbhiman https://t.co/q6EzUosc3c"
308,"#WorldMalariaDay के अवसर पर आइये देश को मलेरिया मुक्त बनाने का संकल्प लें। आइये अपनी जिम्मेदारी निभाएं, मलेरिया के संबंध में जागरूकता फैला कर इसकी रोकथाम में अपना योगदान दें। https://t.co/U0VwC9pJn7"
309,"As a part of the #EarthDay celebrations, we are inviting citizens to participate in the essay writing competition on the theme – ‘Invest in our Planet’. The best 3 essays will be featured on social media &amp; win exciting prizes. Visit: https://t.co/FcdZP73fWw https://t.co/qJGovUyDjU"
310,இந்த ஆண்டின் மிகப்பெரிய வினாடி வினா - #SabkaVikasMahaQuiz இப்போது நேரலையில் உள்ளது!!! வினாடி வினாவில் பங்கேற்று பம்பர் பண வெகுமதிகளை வெல்லும் வாய்ப்பைப் பெறுங்கள். பார்வையிடவும்: https://t.co/DtNHH86skq https://t.co/i2f3QsWYq4
311,PM @narendramodi shared his message at the inauguration of the Khelo India University Games yesterday. Here are some of his most inspiring quotes! ✨ https://t.co/LshN7eQJTy
312,"What should the jingle for International Yoga Day 2022 sound like? Share your entry with us and stand a chance to win a cash prize of ₹25,000! Visit: https://t.co/lZplFlraVr https://t.co/t78gRgSbcu"
313,"Thank you, Amit for participating in the biggest quiz contest of the year - #SabkaVikasMahaQuiz. Challenge your friends and family too. https://t.co/4s0Ib3Ldby https://t.co/IYwzZeA34U"
314,"20 questions, 300 seconds to test your knowledge about PM Garib Kalyan Anna Yojana! Participate in #SabkaVikasMahaQuiz and stand a chance to win exciting cash prizes. Visit: https://t.co/4s0Ib3Ldby https://t.co/PFjMVLCkzB"
315,".@AgriGoI is organising the 'Kisan Bhagidari, Prathmikta Hamari’ campaign from 25th to 30th April 2022 as a part of Azadi Ka #AmritMahotsav celebrations. #KBPH #KisanBhagidari #KisanPrathmikta"
316,"Remembering Hem Barua, an Indian independence activist, social worker and writer from Sonitpur district, on his birth anniversary. He is also known as Tyagbir in Assam. #MyGovMorningMusings https://t.co/UlLRWuPK29"
317,"“What can be a greater privilege than to have received the love of Lata Didi”

PM @narendramodi receives Lata Deenanath Mangeshkar Award at a ceremony in Mumbai. https://t.co/62eWs6vzvJ"
318,"As we celebrate #PanchayatiRajDiwas, we invite you to share your ideas and suggestions to support the MSMEs and cottage industry in rural India through panchayats. Share your valuable inputs with us at: https://t.co/5fjD6DgCFB https://t.co/yxFhK8kOya"
319,"क्या आप जानते है? गरीबों को निशुल्क राशन वितरण हेतु प्रधानमंत्री गरीब कल्याण अन्न योजना को सितंबर 2022 तक बढ़ा दिया गया है!
आइए #SabkaVikasMahaQuiz में भाग लेकर सरकार की जनहितैषी योजनाओं के प्रति अपनी जानकारी परखें और जीतें नकद पुरस्कार। विजिट करें: https://t.co/DtNHH8nvmq https://t.co/5YvtcSy08F"
320,PM @narendramodi begins his address at the inauguration of Khelo India University Games in Bengaluru.
321,"लता जी ‘एक भारत, श्रेष्ठ भारत’ की मधुर प्रस्तुति की तरह थीं। उन्होंने देश की 30 से ज्यादा भाषाओं में हजारों गीत गाये। हिन्दी हो मराठी, संस्कृत हो या दूसरी भारतीय भाषाएँ, लताजी का स्वर वैसा ही हर भाषा में घुला हुआ है: प्रधानमंत्री @narendramodi https://t.co/ZOqN2PUq9u"
322,"संस्कृति से लेकर आस्था तक, पूरब से लेकर पश्चिम तक, उत्तर से दक्षिण तक, लता जी के सुरों के पूरे देश को एक सूत्र में पिरोने का काम किया। दुनिया में भी, वो हमारे भारत की सांस्कृतिक राजदूत थीं: प्रधानमंत्री @narendramodi https://t.co/BCRiAYcWI6"
323,संगीत की साधना और ईश्वर की साधना लता दीदी के लिए एक ही था। लता दीदी ने संगीत में वो स्थान हालिस किया कि लोग उन्हें मां सरस्वती का प्रतिरूप मानते थे: प्रधानमंत्री @narendramodi https://t.co/WUskwdeOAb
