,Tweet
321,"Today, we celebrate the heroic efforts of all biomedical laboratory scientists for their role in diagnostic and preventive health care systems.🔬

What you do matters! Your work saves lives 👏🏼 https://t.co/yitQVeMOxd"
322,"Complete your #COVID19 vaccine doses for full protection.

If you have received your first dose of Moderna, AstraZeneca or Pfizer vaccine, kindly check the due date and get your second dose for full protection.

#YesToCOVID19Vaccine
#TakeResponsibility https://t.co/BFuR7v2yoh"
323,"Store all food items away from contact with rats.

#LassaFever can be transmitted by food that has been contaminated with the urine and faeces of infected rats.

Cook food items properly before eating. https://t.co/95WjPILxIV"
324,"13 new confirmed cases of #COVID19Nigeria;

Lagos-6
Rivers-3
Delta-2
FCT-1
Kano-1

2 UI55,646 confirmed 
249,842 discharged 
3,143 deaths 

#TakeResponsibility https://t.co/CtSx9GzSuK"
325,"Let us all reduce the risk of #LassaFever infection and spread in our communities 

🚫Eliminate rats in homes &amp; communities using rat traps
🚫Block all holes in your house to prevent the entry of rats

Learn more via:
https://t.co/bW0n1nMlMQ https://t.co/7B5bqcNOG3"
326,"Disinfect surfaces regularly to prevent the spread of #COVID19 in your home, shops, offices and community. 

#TakeResponsibility to protect yourself, loved ones, customers, employees and society at large.

#GetVaccinated https://t.co/E1zKzSkptm"
327,"#LassaFever has symptoms similar to those of many illnesses like malaria

Health care workers should maintain a high index of suspicion for #Lassafever when handling patients and observe standard precautions at all times. https://t.co/tD6XNk85Qa"
328,"Staying safe and healthy is highly important. Now is not the time to let down our guard.

#TakeResponsibility, visit a healthcare facility when sick for accurate diagnosis. https://t.co/cHE2mESJCi"
329,"27 new confirmed cases of #COVID19Nigeria;

Lagos-18
FCT-4
Delta-2
Kaduna-1
Oyo-1
Rivers-1

255,633 confirmed 
249,825 discharged 
3,142 deaths 

#TakeResponsibility https://t.co/PQEdR3epFq"
330,"#COVID19 is still a threat.

#TakeResponsibility to keep yourself and loved ones safe. https://t.co/9ijwVHiEKA"
331,"What is #LassaFever ❓

How is it transmitted ❓

How can I prevent the spread ❓

What are the signs and symptoms ❓

Watch 👇🏾 https://t.co/5jKAg6Jr6z"
332,"Our weekly #COVID19Nigeria situation report (Epi Week 13) has been published.

The weekly #COVID19 situation reports provide a summary of the epidemiological situation, datasheet &amp; response activities in Nigeria.

Download:
https://t.co/Xo1WG4QDYT

#TakeResponsibility https://t.co/apaVDxtdsH"
333,"31 new confirmed cases of COVID19Nigeria;

Lagos-20
Rivers-3
Abia-2
Delta-2
FCT -2
 Kaduna-2

255,606 confirmed 
249,718 discharged 
3,142 deaths 

#TakeResponsibility https://t.co/Fjbuzyq8Sa"
334,"Let's work together to prevent the spread of #Lassafever.

Be a guardian of proper sanitation in your community and promote frequent #Handwashing with soap and running water.

Read our latest #LassaFever situation report:
https://t.co/dbleOgwu7b https://t.co/NVXdt249iV"
335,"Are you organising or attending an event this weekend?

#TakeResponsibility to be part of the solution.

Adhere to laid down #COVID19 safety guidelines for conducting conferences and events in Nigeria.

🔗https://t.co/19AHvvvmo2 https://t.co/LqlVYDpfEd"
336,"Everyone - government, private &amp; public sector, local communities &amp; health practitioners and individuals - must work together to ensure good #HealthForAll

This #WorldHealthDay, let us remember that the greatest Wealth is Health! https://t.co/6FwZukyc8i"
337,"59 new confirmed cases of COVID19Nigeria;

Kwara-29
Lagos-17
FCT-7
Rivers-3
Cross River-2
Kaduna-1

255,575 confirmed 
249,686 discharged 
3,142 deaths 

#TakeResponsibility https://t.co/4RG3OuGSDy"
338,"#AntimicrobialResistance is when medicines like antimalarials, tetracycline, Septrin, Ampicillin etc. no longer treat diseases they cure previously.

Using medicines “anyhow” is making the treatment of common infections. difficult.

Let us work together to save medicines.

🎥@WHO https://t.co/rOlGkCoXXh"
339,"Nigeria continues to make crucial efforts to reduce #Lassafever infection, fatality rate, late diagnosis and other challenges.

Today, with @BANigeria, we held a workshop on using human-centred design to create interventions that promote social &amp; behaviour change for #LF control. https://t.co/gymDNMYSB1"
340,"In collaboration with @BANigeria &amp; @WHONigeria, we held a national training of trainers on infodemic management for participants from the six geopolitical zones, in line with our commitment to strengthen infodemic management systems in Nigeria.

Read via https://t.co/fJCeiv9uH5 https://t.co/LmYpdrqGqd"
341,"📢Nigeria International Travel Portal

ALL incoming travellers MUST register via https://t.co/WY7XTyJ8h7 before boarding.

NB: Unvaccinated/partially vaccinated travellers are STRONGLY ADVISED to pay for their repeat test through the portal only, NOT into any personal account. https://t.co/JlA67Etx2I"
342,"48 new confirmed cases of COVID19Nigeria;

Lagos-25
Rivers-11
Kaduna-6
FCT-5
Abia-1

255,516 confirmed 
249,674 discharged 
3,142 deaths 

#TakeResponsibility https://t.co/HmP93mjtd9"
343,"The Nigeria COVID-19 Research Coalition #NCRC was established by NCDC to generate research evidence to aid understanding of #COVID19 &amp; support Nigeria's response to the outbreak

Partner stakeholders include @Fmohnigeria, @TETFundNg, @OfficialNUC &amp; research institutes &amp; agencies. https://t.co/fuDzrbz5m2"
344,"📢1 HOUR TO GO 

Join us at the #NCRC_Colloquium to
✅showcase local &amp; global #COVID19 research conducted in Nigeria
✅identify gaps in the research landscape apropos to #COVID19 &amp; other health emergencies
✅chart a course for health research priorities

🔗https://t.co/AdbRngRxeZ https://t.co/9ZbZ1wvXxj"
345,"⏳ Tomorrow 

Join us to explore the world of public health research through the #NCRC_Colloquium.

Theme: Two years on: gains, losses and lessons in Nigeria's #COVID19 research

📅 4th April 2022

🕙 10 am

Registration is FREE and open to all via https://t.co/AdbRngRxeZ https://t.co/aWJ9OelEew"
346,"📢ANNOUNCEMENT

@PSCCOVID19 has updated protocols for travellers to Nigeria with effect from Monday, 4th April 2022

NB: All in-bound travellers MUST register via https://t.co/WY7XTyJ8h7 before travel

Read &amp; share detailed protocol:
https://t.co/nsm7XKvl6n

#TakeResponsibility https://t.co/1D7sEAKBJu"
347,"📚#NCDCPublication

Risk perception is a key area in health &amp; risk communication that affects how people deal with hazards.

The comparatively lower incidence &amp; case fatality of #COVID19 in Nigeria has been hypothesised to contribute to the low perception of risk in the country. https://t.co/peWBta80Lk"
348,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav https://t.co/De1JcMqvZW"
349,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/8guMXh1A24"
350,"Join us in #TBMuktBharat Abhiyaan. For more details call 1800-11-6666 (Tol free). 
#TBHaregaDeshJeetega https://t.co/HXQlVgOIDa"
351,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/mUsY8IVStS"
352,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive https://t.co/T9CxfZ0Mdy"
353,"This #WorldMalariaDay, railway stations in Nagpur, Bhubaneshwar, New Delhi &amp; Lucknow were illuminated to highlight the need to #EndMalaria for a stronger and healthier India. Let’s pledge to do our part in helping India achieve its goal. #ZeroMalariaStartsWithMe
#AmritMahotsav https://t.co/GASdxt1cDn"
354,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.95 Cr (1,87,95,76,423).

➡️ Over 2.70 Cr 1st dose vaccines administered for age group 12-14 years.

https://t.co/owvDFRPUQe https://t.co/hQ3ncPXXYX"
355,"#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄
#AmritMahotsav

➡️ More than 192.85 Cr vaccine doses provided to States/UTs.

➡️ More than 19.90 Cr doses still available with States/UTs to be administered.

https://t.co/mOs2RK8W4y https://t.co/RN7XyrFxyg"
356,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive

𝗖𝗢𝗩𝗜𝗗 𝗙𝗟𝗔𝗦𝗛

https://t.co/o9p3XDIXOm https://t.co/xaT3gdRbLv"
357,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav https://t.co/gmjpL5nCCN"
358,"#LargestVaccineDrive #AmritMahotsav

➡️India’s cumulative vaccination coverage crosses 187.92 Crore 

➡️More than 20 lakh Vaccine doses administered today till 7 pm

https://t.co/dDdLYUwPS7 https://t.co/Mgz9etbbJR"
359,"#Unite2FightCorona
#AmritMahotsav https://t.co/7vZOOL9R2T"
360,"#LargestVaccineDrive
#AmritMahotsav https://t.co/v48pXIYKuk"
361,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @AmritMahotsav @COVIDNewsByMIB @DDNewslive @airnewsalerts https://t.co/OF6UNh5avS"
362,"Hon'ble Minister of Health and Family Welfare Dr. 
@mansukhmandviya shared his thoughts on eliminating malaria from the country on the occasion of #WorldMalariaDay today. https://t.co/QJ6m2CuREh"
363,"#Unite2FightCorona
#LargestVaccineDrive https://t.co/em1sdBCUKy"
364,"This #WorldMalariaDay, let’s support the country's mission to #EndMalaria using effective methods for prevention, diagnosis &amp; treatment such as long-lasting insecticidal nets (LLINs) and consuming anti-malarial drugs. #HealthForAll https://t.co/oO16GUHSo2"
365,"#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.71 Cr (1,87,71,95,781).

➡️ Over 2.66 Cr 1st dose vaccines administered for age group 12-14 years.

https://t.co/z3XbksHXBZ https://t.co/lP9WO1XnM5"
366,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive

𝗖𝗢𝗩𝗜𝗗 𝗙𝗟𝗔𝗦𝗛

https://t.co/LtDimQidz2 https://t.co/VwJnbKR3ge"
367,"#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄
#AmritMahotsav

➡️ More than 192.74 Cr vaccine doses provided to States/UTs.

➡️ More than 19.93 Cr doses still available with States/UTs to be administered.

https://t.co/yhzReKWrXJ https://t.co/LdoFTb7Xox"
368,"#Unite2FightCorona 
#AmritMahotsav https://t.co/6iqZWINElX"
369,"#AmritMahotsav 
#AtmanirbharPanchayat
#NationalPanchayatiRajDay
#RashtriyaPanchayatiRajDiwas
#GramSabha #SpecialGramSabha
#PanchayatiRaj #PanchayatiRajInstitutions https://t.co/5getRtUb1Q"
370,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav

@PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @COVIDNewsByMIB @AmritMahotsav @DDNewslive @airnewsalerts https://t.co/UZ2Rb7J2EO"
371,"#LargestVaccineDrive 
#Unite2FightCorona 
#AmritMahotsav https://t.co/mHo2Q4U4DA"
372,"#AmritMahotsav
#Unite2FightCorona
#LargestVaccineDrive

➡️ India’s Cumulative #COVID19 Vaccination Coverage exceeds 187.67 Cr (1,87,67,20,318).

➡️ Over 2.65 Cr 1st dose vaccines administered for age group 12-14 years.

https://t.co/P0OGE0aeee https://t.co/Q5G40Kxwlk"
373,"#𝐂𝐎𝐕𝐈𝐃𝟏𝟗 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 𝐔𝐏𝐃𝐀𝐓𝐄
#AmritMahotsav

➡️ More than 192.51 Cr vaccine doses provided to States/UTs.

➡️ More than 19.75 Cr doses still available with States/UTs to be administered.

https://t.co/Ae05oOSzeo https://t.co/CE4oumd6h7"
